Avaspec driver test, v1.0
May 27,2005
Spectrometer found.
 - # channels: 1
 - # pixels:   2034
 - # extra_pix:14
 - Channel 0
   - Start: 0
   - Stop:  2034
   - Range: 0-2034
   - Calibration: 335.85, 0.138515, -6.14672e-06, -7.41674e-10, 0, 1.2, -90, 
Take a spectrum!
Done.
Dark pixels: 5583
370, 401, 393, 435, 372, 422, 419, 392, 390, 391, 396, 373, 425, 404, 
415.673, 8, -8
415.803, -10, -19
415.933, -36, -14
416.064, -3, -19
416.194, -25, 21
416.325, -19, -12
416.455, -26, 3
416.585, -18, 15
416.716, 4, -26
416.846, 1, -11
416.976, -38, -8
417.107, -22, 14
417.237, 14, -16
417.367, 12, -15
417.497, 19, -2
417.628, 184, -18
417.758, 186, -18
417.888, 34, -15
418.018, -23, -9
418.148, 36, 1
418.278, -9, 8
418.409, 3, -10
418.539, -16, 39
418.669, 9, -36
418.799, -24, -5
418.929, 9, -10
419.059, -20, -11
419.189, -14, 4
419.319, 20, -18
419.449, -5, -21
419.579, 6, -14
419.709, 10, -1
419.839, -1, 10
419.969, -11, -19
420.099, -25, -18
420.229, -12, 17
420.359, -6, -3
420.489, -12, 2
420.619, 0, 9
420.748, 12, 16
420.878, -42, -11
421.008, -12, 4
421.138, -11, 11
421.268, 8, -21
421.397, -6, 1
421.527, -5, 19
421.657, -7, -13
421.787, -5, -23
421.916, 2, -15
422.046, 2, -12
422.176, 3, -3
422.306, -2, -6
422.435, -18, -14
422.565, -35, 0
422.695, 34, -23
422.824, 2, -16
422.954, 9, -6
423.083, 17, -36
423.213, 9, -3
423.342, 23, 8
423.472, -6, -1
423.602, -13, -14
423.731, -20, 12
423.861, 7, -28
423.99, 29, -3
424.12, -20, -3
424.249, -18, -11
424.378, -16, -8
424.508, -38, -16
424.637, 15, 14
424.767, -8, -8
424.896, -28, 4
425.025, -8, 16
425.155, -5, 13
425.284, -3, -18
425.413, -3, -2
425.543, 8, 12
425.672, -8, -12
425.801, -1, -21
425.931, -39, 2
426.06, -28, -3
426.189, -15, 1
426.318, -13, -21
426.447, -13, 9
426.577, 1, -13
426.706, 23, -1
426.835, -23, 18
426.964, 12, 0
427.093, 26, 20
427.222, -21, 4
427.351, 44, -24
427.48, 40, -5
427.609, -49, 17
427.738, -1, -23
427.868, 19, 0
427.997, -27, 8
428.126, -2, 11
428.255, 11, 2
428.383, -17, 4
428.512, -13, 7
428.641, -9, -35
428.77, 17, 20
428.899, 15, -11
429.028, -2, 4
429.157, -12, 1
429.286, 56, -48
429.415, -15, 2
429.543, 12, -8
429.672, -28, -7
429.801, 7, -2
429.93, -2, -9
430.059, 12, -5
430.187, 25, 3
430.316, -18, 13
430.445, -39, 7
430.574, -3, 14
430.702, 20, -8
430.831, -35, 21
430.96, 47, -13
431.088, -16, -9
431.217, 2, -1
431.345, -33, 4
431.474, 4, 27
431.603, -10, -15
431.731, 5, -2
431.86, -5, -1
431.988, -14, -14
432.117, 6, -23
432.245, -5, 2
432.374, -30, 4
432.502, -17, -14
432.631, 15, -3
432.759, 9, 11
432.888, 36, -15
433.016, -38, 2
433.144, -7, -7
433.273, -5, -19
433.401, -20, 15
433.529, 1, -37
433.658, -23, 15
433.786, -10, 4
433.914, 47, 2
434.043, -15, -1
434.171, -15, -2
434.299, 12, -24
434.427, 23, 8
434.556, 13, -28
434.684, 7, -11
434.812, 30, 7
434.94, 26, 2
435.068, -9, -1
435.197, 9, -11
435.325, 18, -8
435.453, -31, 3
435.581, 2, -4
435.709, 7, 2
435.837, -30, 0
435.965, 13, -12
436.093, -34, -4
436.221, -14, -18
436.349, -8, -14
436.477, -48, 25
436.605, 38, -16
436.733, 40, -7
436.861, -2, -10
436.989, 22, -8
437.117, 28, 17
437.245, -12, -14
437.373, -2, 7
437.5, 5, 14
437.628, -18, -17
437.756, -9, -11
437.884, -6, -12
438.012, 9, -7
438.14, 3, -16
438.267, 14, -22
438.395, -25, 22
438.523, -5, 4
